Code,SOC ,Aspect,Clay fraction,DEM,Year,"Slope length 
factor","Valley bottom
flatness index",Sand fraction,Silt fraction,Slope,"Soil parent
material","Terrain roughness
index","Topographic wetness
index",Curvature,Longitude,Latitude,NDVI,NPP,"Annual mean
temperature","Annual mean
precipitation","Annual
evapotranspiration","Surface solar
radiation","Nighttime landsurface
temperature","Daytime land surface
temperature",OC Emissions,NOx Emissions,NH3 Emissions,CO Emissions,BC Emissions,Population density,GDP,"Distance from the
railway","Distance from the
road","Nighttime light
index",CO2 Emissions,Land use,Total nitrogen,pH,"Cation exchange
capacity",Bulk density
S0001,1.6216,130.8650055,14,1284,2011,120,0.00000001,54,32,9.036370277,92,15.29710007,16,-0.074074097,109.39,36.82,0.7301,300.1000061,9.75,625.6569824,517.0020142,160744000,16.94879913,16.94879913,142.8670044,522.9069824,324.7990112,5983.060059,81.3302002,14,192.3600006,9899.5,3605.550049,11,1700.23999,1,1507,83,184,126
S0002,1.7514,319.7149963,14,1191,2011,0,0.00000223,54,32,20.40579987,97,24.13299942,1,0.024691399,109.33,36.75,0.6806,336.5,10.1583004,615.8259888,518.9199829,160274000,18.77709961,18.77709961,460.4450073,2407.97998,968.9849854,23527.09961,273.3129883,15,252.6620026,19105,1000,174,3197.570068,1,1572,83,186,129
S0003,1.9243,54.22990036,14,1192,2011,0,0.0909157,54,32,8.80477047,92,12.1573,-1,-0.0123457,109.25,36.75,0.7303,327.3999939,10.10000038,608.2210083,511.8880005,160072000,18.72820091,18.72820091,460.4450073,2407.97998,968.9849854,23527.09961,273.3129883,11,191.8529968,24041.59961,2236.070068,12,3197.570068,1,1588,83,195,119
S0004,2.9838,235.6199951,14,1219,2011,4,0.00101105,54,32,5.332049847,92,17.61249924,3,0.0123457,109.27,36.76,0.6559,310,10.10000038,604.9429932,518.9199829,160334000,18.74360085,18.74360085,460.4450073,2407.97998,968.9849854,23527.09961,273.3129883,12,178.5780029,22627.40039,1000,1,3197.570068,1,1577,82,201,123
S0005,2.427,293.9620056,29,37,2012,0,6.87766981,33,38,1.524770021,176,2.323790073,16,0.0123457,113.05,28.9167,0.7828,477,17.47500038,1832.300049,941.6680298,129823000,22.44860077,22.44860077,932.2020264,5598.140137,4200.640137,56421.80078,586.197998,26,1629.530029,3000,1414.209961,9,25330.69922,1,1976,58,185,131
S0006,4.9368,321.1159973,14,1462,2005,0,0.00014879,54,32,6.143330097,92,11.48910046,-1,0.0123457,108.5291,36.0485,0.8528,400.2999878,8.324999809,532.7030029,668.125,166656000,16.41189957,16.41189957,59.65200043,130.0299988,162.1569977,2139.820068,27.5951004,4,15.29500008,56639.19922,7810.25,0,470.2210083,1,2522,74,186,124
S0007,4.9762,322.7839966,14,1442,2005,0,0.00048623,54,32,15.00879955,92,17.0821991,5,0.0123457,108.5291,36.0494,0.8528,400.2999878,8.324999809,532.7030029,651.5540161,166656000,16.41189957,16.41189957,59.65200043,130.0299988,162.1569977,2139.820068,27.5951004,4,15.29500008,57384.69922,7071.069824,0,470.2210083,1,2522,74,186,124
S0008,5.1196,42.31620026,14,1391,2005,99,0.185624,54,32,13.76029968,92,17.28580093,16,0.024691399,108.5249,36.0543,0.8528,381.3999939,8.458330154,532.7030029,651.5540161,166628992,16.17070007,16.17070007,59.65200043,130.0299988,162.1569977,2139.820068,27.5951004,10,15.29500008,57384.69922,7071.069824,0,470.2210083,1,2497,72,185,124
S0009,2.39,242.5800018,36,165,2005,72,0.0267892,39,25,11.44639969,219,13.01539993,16,0.024691399,117.95,26.467,0.7833,542.2000122,20.08329964,1952.930054,932.6699829,145574000,21.78319931,21.78319931,399.196991,926.7999878,1306.420044,28328.40039,157.9490051,29,296.2189941,0,2236.070068,276,11233.40039,1,1870,55,163,122
S0013,4.5323,30.96380043,36,49,2005,0,4.08701992,39,25,0.451462001,176,1.095450044,16,-0.074074097,119.7,30.2333,0.2879,558.7659912,16.6583004,1162.719971,897.8569946,149992000,24.21139908,24.21139908,336.9179993,6599.379883,1391.069946,48486.89844,326.2709961,2120,1326.589966,1000,3605.550049,5062,16446.90039,1,2029,59,162,112
S0018,3.3724,30.96380043,36,49,2003-2004,0,4.08701992,39,25,0.451462001,176,1.095450044,16,-0.469136,119.7,30.2333,0.36085,588.7319946,16.91670036,1148.980042,852.9605103,152796496,24.44715023,24.44715023,344.539505,6090.379883,1426.149963,40200.5,291.5220032,2148,1085.525024,1000,3605.550049,5217.5,13737.6001,1,2029,59,162,112
S0019,0.8256,135,4,850,2009,135,6.98081017,73,23,0.109498002,159,0.447214007,16,0.148148,87.7024,40.621,0.492,148.8339996,12.22500038,23.65320015,31.69339943,164516992,29.27179909,29.27179909,5.721980095,99.34089661,64.79949951,586.5930176,5.115009785,2,22.66379929,1000,2236.070068,208,1.65917,1,1889,78,200,139
S0020,1.0593,0,4,850,2009,135,6.9829998,73,23,0.154853001,159,1.612450004,16,-0.283951014,87.6214,40.6883,0.1276,147.9750061,12.25829983,24.64109993,23.63129997,168687008,25.11459923,25.11459923,3.204139948,33.47019958,39.72829819,229.0610046,2.283250093,21,27.81110001,2828.429932,5385.169922,5,3663.659912,1,1658,81,187,141
S0021,3.8264,320.7109985,19,706,2011-2012,90,3.91531992,54,27,1.100309968,17,1.732049942,16,0.802469015,128.1081,42.4209,0.52975,524.75,3.320834994,727.3865051,644.5870056,133510996,10.34549046,10.34549046,98.95914841,30826.82528,184.3909988,6220.735107,59.09869957,2619,202.4985046,2000,12000,2207.5,78849.89844,1,6517,61,336,126
S0022,5.7743,233.1300049,35,1137,2011-2012,0,3.94826007,24,41,0.77421999,23,1.341639996,16,0,128.3117,42.1914,0.8354,544.5499878,1.170835018,780.4359741,599.3720093,125534000,6.070489883,6.070489883,6.466414928,30105.17328,16.82074928,445.5285034,3.651335001,6,41.85634995,33241.5,41048.80078,1,264.7754974,1,6506,57,290,112
S0023,7.596,105.2549973,35,764,2011-2012,0,0.51125097,24,41,1.76504004,23,2.645750046,0,0.086419798,128.0946,42.3993,0.91325,611.3999939,3.129164934,741.3735046,644.5870056,134667496,7.647155046,7.647155046,98.95914841,30235.87248,184.3909988,6220.735107,59.09869957,1027,143.8014984,5000,15000,1022,7384.564941,1,4752,58,283,114
S0024,4.05,28.61050034,20,824,2003,100,0.81194001,44,36,1.93956995,149,2.236069918,0,0.086419798,128.13,42.35,0.9213,621.4000244,3.974999905,587.882019,658.0679932,133866000,9.58041954,9.36221981,117.2639999,483.947998,173.1049957,5761.819824,56.58039856,4,14.36839962,10770.2998,20396.09961,0,3304.689941,1,4575,58,267,115
S0025,4.27,45,19,1171,2003,104,2.74052,54,27,0.766439974,17,0.774596989,16,0,128.09,42.17,0.8955,660,2.616669893,621.9970093,571.065979,130157000,6.82806015,6.471940041,8.222240448,53.95399857,15.89000034,514.5380249,4.642449856,3,13.14939976,33241.5,37735.89844,0,4441.77002,1,4507,57,238,101
S0026,5.38,25.97439957,14,1697,2003,77,1.93618,44,42,3.355089903,199,4.404540062,1,0.086419798,128.06,42.07,0.8402,552.0999756,-0.449999988,693.8829956,565.8200073,114359000,4.10777998,3.74277997,8.222240448,53.95399857,15.89000034,514.5380249,4.642449856,0,16.54369926,42000,33955.89844,0,2589.879883,1,5803,55,295,103
S0028,3.5312,101.6110001,43,76,2005,25,0.63105297,28,29,5.750850201,216,9.241209984,0,0.086419798,114.16,22.87,0.7709,807.7999878,22.00830078,2097.25,1040.579956,149580992,24.9715004,24.9715004,790.4699707,22723.5,816.7969971,138766,976.7639771,20,5289.790039,3605.550049,0,5586,112252,1,2637,52,146,112
S0029,3.8472,115.7099991,29,-2,2005,0,7.17464018,33,38,2.318949938,176,1.612450004,0,0,113.67,23.05,0.3545,122.6999969,22.39170074,1883.140015,1013.98999,149212000,25.63870049,25.63870049,1303.219971,45982,1272.73999,198819,1400.849976,1005,8974.05957,4472.140137,2236.070068,6215,2601780.0000000,1,3785,59,182,111
S0030,4.04,195.6419983,43,45,2005,35,4.90494013,28,29,2.00928998,216,4.711689949,0,0,114.06,22.75,0.7619,901.5620117,22.66670036,2060.350098,1005.840027,150736000,26.36630058,26.36630058,790.4699707,22723.5,816.7969971,138766,976.7639771,320,12894.7002,2828.429932,1000,6083,1153320.0000000,1,2711,54,146,113
S0031,4.5928,50.71060181,43,11,2005,0,6.73338985,28,29,1.100309968,216,1.732049942,16,0.086419798,114.01,23.02,0.6311,511.2000122,22.54999924,2019.800049,1001.400024,145855008,26.79330063,26.79330063,748.0289917,7123.779785,2323.389893,58609.89844,491.1489868,496,8609.200195,2828.429932,0,6043,459689,1,3322,58,168,114
S0034,4.7776,73.44290161,29,18,2005,0,5.63577986,33,38,2.986010075,176,7.028510094,16,0.296296,113.85,22.81,0.3296,311.2999878,22.60829926,1964.02002,1105.719971,152200992,27.07250023,27.07250023,1303.219971,45982,1272.73999,198819,1400.849976,343,13204.7998,2000,3000,5853,623952,1,3345,58,162,115
S0035,2.7376,210.9640045,22,85,2006,0,5.83734989,49,29,0.902867973,132,0.774596989,2,0.296296,118.3,35.25,0.532,399.7869873,14.20829964,742.4320068,721.5650024,156794000,21.90390015,21.90390015,843.697998,4228.350098,2788.469971,843.697998,552.7509766,814,4627.990234,5000,4000,2939,355060,1,865,69,198,132.7140045
S0039,4.671,204.2279968,25,529,2010-2011,105,0.00000035,45,30,16.50849915,219,17.42410088,-1,-0.382716,114.45,24.55,0.87005,1402.549988,17.26669979,1825.675049,1046.030029,148144496,20.52395058,20.52395058,80.43495178,317.5049896,285.8869934,3726.400024,37.16685104,44,343.4654999,49010.19922,13000,1,2912.349976,1,2879,53,173,117
S0040,5.816,120.4660034,36,803,2010-2011,0,0.0000001,39,25,20.46249962,224,23.56270027,16,-0.308642,114.45,24.56,0.9299,1394.399963,16.69999981,1851.290039,1077.73999,147794496,20.52165031,20.52165031,80.43495178,317.5049896,285.8869934,3726.400024,37.16685104,44,343.6764984,49000,13416.40039,0.5,2912.349976,1,3110,53,174,115
S0041,6.013,352.769989,36,831,2010-2011,137,0.00001725,39,25,20.05540085,219,24.71439934,16,-0.444444001,114.48,24.58,0.9109,828.1500244,16.80000019,1838.560059,1077.73999,148144496,19.63290024,19.63290024,80.43495178,317.5049896,285.8869934,3726.400024,37.16685104,1,345.1504974,47000,10440.2998,0,2912.349976,1,2969,54,174,115
S0042,6.368,226.177002,25,829,2010-2011,0,0.00000372,45,30,29.1685009,224,34.26660156,16,0.382716,114.44,24.52,0.88525,781.7999878,16.27500057,1882.984924,1046.030029,148003496,19.55580044,19.55580044,80.43495178,317.5049896,285.8869934,3726.400024,37.16685104,2,343.8805084,49254.39844,12041.59961,1,122635,1,3231,52,160,116
S0043,3.8603,305.8699951,43,76,2012,25,2.00419998,24,33,6.186419964,6,7.874010086,0,-0.209876999,119.2,32.1167,0.799,596.4000244,15.39169979,1048.670044,942.9910278,148396992,19.63470078,19.63470078,773.8029785,48507.10156,2571.810059,135202,771.2529907,89,2190.790039,2828.429932,8000,881,127455,1,1833,66,172,131
S0047,2.1183,353.1220093,14,1138,2009,94,0.00000014,54,32,19.28059959,92,23.63899994,0,-0.172839999,109.513,36.5353,0.7655,329.2999878,10.76669979,547.4119873,540.8389893,163400000,19.04780006,19.04780006,441.6270142,2088.27002,920.9559937,22448.5,267.4679871,10,325.322998,4000,4123.109863,937,3035.629883,1,1681,82,195,127
S0048,4.5914,305.5379944,14,1363,2009,0,0.39617401,54,32,3.989840031,92,9.664369583,16,0.086419798,109.557,36.4528,0.7741,420,9.633330345,584.8380127,551.3969727,165282000,18.19219971,18.19219971,144.2189941,463.7529907,356.3800049,5816.5,77.38079834,9,233.4819946,9000,6324.560059,50,57366.19922,1,2422,75,202,124
S0049,1.5757,331.2319946,21,1130,2010,0,0.133137,58,21,8.936320305,62,12.66489983,16,0,111.31,39.19,0.5886,242.6000061,8.008330345,454.9230042,530.1350098,163220000,18.90920067,18.90920067,202.7610016,544.9959717,205.625,7015.790039,146.0200043,15,272.1319885,5000,21095,0,363.6279907,1,1237,83,195,128
S0051,4.56,107.3789978,25,1107,2010,138,0.0374911,45,30,10.50860023,224,13.6967001,-1,0.54321003,106.95,26.99,0.7598,876,15,1033.599976,787.2750244,120712000,21.41010094,21.41010094,290.3640137,3254.830078,682.2479858,24141.40039,193.6349945,30,245.9730072,3000,2828.429932,405,165983,1,2781,59,189,117
S0052,7.63,137.6629944,25,1059,2010,0,0.0007606,45,30,9.343290329,229,13.70400047,1,0.037037,107.01,26.95,0.8912,899.7999878,15.05830002,1062.040039,787.2750244,120683000,20.55260086,20.55260086,290.3640137,3254.830078,682.2479858,24141.40039,193.6349945,24,302.4580078,2000,7810.25,7,4426.450195,1,2998,55,194,115
S0053,0.5027,217.875,7,248,2007,9,4.86935997,80,13,0.88273102,101,1.341639996,16,-0.111111,122.22,42.78,0.7413,278.7999878,8.508330345,390.9020081,442.0589905,150271008,16.91139984,16.91139984,106.0979996,178.3379974,698.1030273,3046.810059,39.30189896,11,47.52199936,8062.259766,17029.40039,48,347.1820068,1,1819,77,224,140
S0054,0.5225,75.96379852,7,243,2007,0,4.71400976,80,13,0.63845098,101,2.323790073,-1,-0.395062,122.25,42.78,0.7081,239.1999969,8.566670418,393.0320129,442.0589905,148024000,17.37750053,17.37750053,106.0979996,178.3379974,698.1030273,3046.810059,39.30189896,9,47.66030121,9219.540039,14142.09961,3,347.1820068,1,1615,76,224,140
S0055,1.1124,270,7,249,2007,0,4.87365007,80,13,0.154853001,101,1.414209962,0,0.074074097,122.24,42.79,0.7109,242.1999969,8.533329964,391.625,442.0589905,150271008,17.07850075,17.07850075,106.0979996,178.3379974,698.1030273,3046.810059,39.30189896,10,47.50500107,7071.069824,15000,2,347.1820068,1,1907,76,227,140
S0056,1.007,186.5970001,25,1060,2010-2011,0,0,45,30,21.79870033,224,26.58950043,-1,-0.024691399,118.22,25.64,0.8724,1383.799988,16.1416502,1760.280029,1039.734985,146297496,21.15829945,21.15829945,170.2950058,501.9765015,501.4080048,5592.64502,58.2845993,22,171.3419952,14212.7002,6324.560059,10,20041.0498,1,3435,53,168,112
S0057,2.0185,211.121994,29,899,2010-2011,55,0.0340172,33,38,9.499170303,176,10.26640034,1,-0.135802001,118.12,25.65,0.78715,697.1499939,16.32085037,1777.834961,1028.73999,146817000,22.67930031,22.67930031,252.0800018,1263.089966,668.3085022,10718.44971,102.4389992,216,203.0535011,9219.540039,2000,5,13770.7998,1,2992,55,145,114
S0058,4.6106,56.6405983,25,1242,2010-2011,0,0.00000009,45,30,24.44829941,224,27.10720062,-1,0.024691399,118.21,25.68,0.84535,811.5999756,14.5999999,1797.765076,1076.075012,147714000,18.76455021,18.76455021,170.2950058,501.9765015,501.4080048,5592.64502,58.2845993,21,169.5909996,16552.90039,6082.759766,6.5,7823.040039,1,3300,53,166,104
S0059,5.0065,56.61849976,28,561,2010-2011,114,0.14506701,37,35,11.79199982,179,16.24189949,16,0.0123457,118.29,25.66,0.8478,799.0500183,17.84165001,1715.705017,1010.057495,147804000,21.73165035,21.73165035,170.2950058,501.9765015,501.4080048,5592.64502,58.2845993,8,170.0884972,20615.5,12806.2002,0,1274.984985,1,2578,53,156,120
S0060,5.1048,260.8110046,31,1124,2010-2011,0,0.00000046,36,33,20.42259979,224,23.61779976,16,-0.0123457,118.24,25.69,0.8845,812.5,15.04164982,1788.399963,1076.075012,147714000,19.20435047,19.20435047,120.4570007,373.7535095,335.4629974,4063.23999,39.96515083,70,169.487999,19723.09961,8246.209961,0.5,1274.984985,1,4143,52,179,109
S0061,5.6925,148.4120026,31,758,2010-2011,0,0.00010017,36,33,14.32759953,220,15.0333004,0,0.049382702,118.09,25.64,0.82365,722.2000122,17.1708498,1740.430054,1028.73999,147764000,22.89694977,22.89694977,252.0800018,1263.089966,668.3085022,10718.44971,102.4389992,26,189.7949944,6324.560059,5385.169922,1,13770.7998,1,2570,53,153,120
S0062,5.8602,66.80139923,25,1022,2010-2011,0,0.00000994,45,30,5.875959873,224,12.04160023,0,0.049382702,118.15,25.69,0.78525,592.9500122,15.77920008,1769.965027,1035.295013,147266000,19.84324932,19.84324932,170.2950058,501.9765015,501.4080048,5592.64502,58.2845993,151,213.6734962,14560.2002,1414.209961,0.5,7823.040039,1,3201,54,177,115
S0063,5.9096,283.0849915,31,897,2010-2011,0,0.00010008,36,33,14.39509964,220,17.47570038,16,-0.234568,118.07,25.71,0.8767,780.4500122,16.56669998,1752.309937,1035.295013,147358000,20.89725018,20.89725018,252.0800018,1263.089966,668.3085022,10718.44971,102.4389992,17,174.791996,11180.2998,6000,6,2527.244995,1,2866,54,167,121
S0064,6.0608,235.151001,28,540,2010-2011,0,0.00009448,37,35,29.8852005,219,33.09080124,16,-0.098765403,118.32,25.65,0.87855,1424.399963,18.45835018,1686.63501,1015.849976,147390496,22.11054993,22.11054993,170.2950058,501.9765015,501.4080048,5592.64502,58.2845993,9,167.4309959,20615.5,14142.09961,0,1274.984985,1,2523,54,166,120
S0065,6.767,81.33940125,31,999,2010-2011,0,0.0394275,36,33,11.66250038,220,11.6789999,16,-0.098765403,118.19,25.72,0.8144,765.1499939,16.60419941,1778.640015,1076.075012,147936496,19.97739983,19.97739983,120.4570007,373.7535095,335.4629974,4063.23999,39.96515083,13,170.666996,18973.69922,2000,49.5,7823.040039,1,3212,53,160,116
S0066,6.9912,195.0090027,25,1399,2010-2011,0,0.00000025,45,30,21.11389923,224,24.51530075,0,-0.098765403,118.24,25.65,0.8694,842.4499817,15.80000019,1822.455017,1039.734985,146297496,20.25965023,20.25965023,170.2950058,501.9765015,501.4080048,5592.64502,58.2845993,2,170.7929993,16278.7998,8062.259766,1.5,20041.0498,1,4422,53,203,111
S0067,8.964,210.401001,25,1125,2010-2011,33,0.00000109,45,30,23.00589943,220,25.90749931,1,0.086419798,118.18,25.65,0.8818,791.2999878,16.0041995,1804.175049,1039.734985,147266000,22.87485027,22.87485027,170.2950058,501.9765015,501.4080048,5592.64502,58.2845993,2,171.7214966,12083,2828.429932,1.5,13770.7998,1,3948,52,176,106
S0068,1.019,296.5650024,21,1567,2009,93,0.00009067,58,21,15.85669994,62,18.22640038,16,-0.037037,111.48,38.75,0.6099,294.7999878,6.275000095,522.6729736,591.4260254,162312992,17.0340004,17.0340004,87.40879822,162.0130005,146.6029968,3480.669922,46.40390015,3,52.29019928,7071.069824,0,8,2438.280029,1,2091,77,234,121
S0069,1.2358,214.3800049,21,1455,2009,0,2.83459997,58,21,1.781919956,62,2.049390078,1,-0.037037,111.69,38.82,0.3762,225.1999969,6.291669846,498.3380127,594.1760254,156136992,19.16069984,19.16069984,188.0709991,511.7120056,582.3699951,8937.30957,103.5299988,11,58.02769852,0,2236.070068,872,6764.27002,1,1622,79,226,129
S0070,3.196,242.1990051,36,121,2009,63,0.00663383,39,25,9.539219856,219,12.20660019,16,-0.086419798,114.7833,27.6,0.7834,687.5999756,18.20000076,1479.5,955.5560303,148683008,22.53070068,22.53070068,266.9509888,679.822998,1583.709961,10358.2998,116.0690002,174,323.6019897,11401.7998,0,48,5027.160156,1,1731,56,179,122
S0075,6.9774,66.80139923,22,27,2010,33,6.96128988,47,31,0.589644015,142,1,16,-0.135802001,113.99,30.01,0.5912,478.8999939,17.66670036,1966.349976,1069.72998,146234000,21.14489937,21.14489937,895.3720093,5760.149902,2935.860107,44379.39844,443.9410095,200,406.4930115,23259.40039,1000,62,30463.69922,1,3489,65,201,122
S0076,4.4919,256.0870056,36,400,2010,0,0.0096298,39,25,16.88290024,219,22.09980011,0,0.037037,114.22,28.69,0.8211,577.7000122,16.05830002,2114.149902,825.9130249,140296992,21.10079956,21.10079956,50.89559937,306.8210144,172.7489929,2438.01001,25.80470085,9,122.3649979,25238.90039,20518.30078,0,2242.280029,1,2819,53,177,117
S0077,4.7906,263.6600037,29,28,2010,6,4.94145012,33,38,1.401980042,176,3.316620111,16,0,114.97,29.85,0.791,470.6000061,17.7166996,1898.430054,882.2670288,139378000,21.31060028,21.31060028,52.8404007,597.1110229,1647.72998,3704.560059,62.44789886,152,222.0339966,12530,1414.209961,3,14811.09961,1,1819,61,194,123
S0078,6.2036,339.0759888,36,32,2010,17,7.53565979,39,25,5.618669987,176,7.77173996,0,0,116.27,29.36,0.7327,497.7000122,17.92499924,2037.959961,974.4630127,150840000,21.05400085,21.05400085,470.2690125,744.8560181,1155.180054,13124.7002,164.0639954,1354,312.3819885,18384.80078,6403.120117,3,37272.30078,1,1492,59,170,128
S0079,6.2246,195.9450073,29,81,2010,0,2.77839994,33,38,2.253540039,219,3.94968009,16,0,115.21,28.75,0.8238,516.7999878,17.74169922,2037.119995,943.0130005,140400992,22.21209908,22.21209908,70.17189789,627.2839966,371.7669983,4476.910156,44.94269943,20,369.5360107,34058.80078,0,5,4026.379883,1,1758,59,171,124
S0080,6.5284,122.1959991,36,115,2010,58,0.0332525,39,25,2.468859911,219,6.723090172,16,0,115.47,29.34,0.8162,556.5999756,17.50830078,1871.060059,956.9039917,147352992,21.60750008,21.60750008,83.78639984,429.5239868,231.0829926,5669.279785,43.29510117,21,417.0159912,26000,2000,0,5987.25,1,1680,58,177,124
S0081,6.6741,331.6610107,43,388,2010,0,0.42930299,24,33,15.28530025,104,18.37929916,16,0,114.05,29.64,0.8673,594.2000122,16.41670036,2178.110107,897.0980225,140591008,20.44319916,20.44319916,496.5409851,1994.97998,1447.160034,21161.19922,225.5410004,18,325.5239868,14142.09961,12041.59961,408,9611.179688,1,3133,59,179,116
S0082,6.6753,333.4349976,29,18,2010,0,6.90594006,33,38,0.346258998,176,2.144759893,16,0,116.86,28.72,0.7862,444.8999939,18.38330078,2494.719971,957.177002,143288000,23.40999985,23.40999985,326.32901,916.0910034,1156.819946,11157.2998,133.5839996,99,518.4110107,16552.90039,2000,0,29779.59961,1,1117,54,169,125
S0083,6.9576,300.9639893,29,17,2010,0,6.95571995,33,38,0.451462001,176,0.774596989,-1,0,115.92,29.12,0.6028,224.6000061,18.04170036,2013.73999,959.6760254,145536000,21.06310081,21.06310081,306.4039917,1787.579956,1080.280029,21723.40039,169.3329926,1,267.1730042,9486.830078,13000,39,10979.2998,1,1449,59,170,126
S0084,7.1606,198.0780029,36,448,2010,100,0.00007028,39,25,15.34179974,219,17.46999931,16,0.037037,114.69,29.02,0.8376,785,16.14170074,2114.840088,861.1339722,138748992,21.37120056,21.37120056,309.1579895,896.3439941,763.8829956,17982.19922,127.6409988,9,130.7369995,51419.80078,3162.280029,16,7918.25,1,2455,55,179,116
S0085,7.1974,45,29,16,2010,0,7.98957014,33,38,0.437983006,176,1.095450044,1,-0.086419798,116.48,28.75,0.7809,433,18.3416996,2348.610107,994.0349731,147938000,21.74640083,21.74640083,378.3160095,961.4840088,857.960022,16525.5,153.7619934,29,347.2399902,1414.209961,1000,6,26134.40039,1,1208,55,174,124
S0086,3.48,115.3690033,31,410,2010,104,0.00000066,36,33,17.66970062,220,17.60680008,16,-0.024691399,115.98,29.53,0.9094,478.5,15.88329983,1983.900024,972.1740112,145684000,18.4095993,18.4095993,664.9970093,22691.59961,1906.449951,83851.20313,565.4769897,2,423.3609924,9219.540039,5656.850098,589,112352,1,2927,53,178,112
S0087,3.57,29.74489975,28,42,2010,0,4.91876984,36,36,1.248270035,9,1.843909979,-1,-0.024691399,115.87,29.63,0.5587,483.3999939,17.73329926,1873.02002,940.0869751,143184000,21.98060036,21.98060036,799.6859741,6438.240234,2425.639893,74181.60156,584.8189697,1392,792.5939941,0,4123.109863,1566,437596,1,1452,61,176,126
S0090,4.41,4.085619926,36,167,2010,0,0.00104282,39,25,4.338630199,219,8.282509804,1,0.0123457,115.94,29.57,0.7788,468,16.20829964,1941.949951,940.0869751,145240992,19.39209938,19.39209938,664.9970093,22691.59961,1906.449951,83851.20313,565.4769897,123,2100.26001,5385.169922,4472.140137,1469,437596,1,2212,58,187,114
S0091,4.95,258.5029907,36,225,2010,0,0.00000043,39,25,18.02739906,219,22.83419991,16,0.0123457,115.89,29.46,0.8507,468,17.19169998,1926.910034,918.4790039,143636000,20.46500015,20.46500015,183.0019989,1331.380005,458.1390076,8386.849609,90.48660278,1,418.0589905,6000,2828.429932,86,37360.30078,1,1643,58,188,125
S0092,5.13,201.5010071,29,167,2010,0,0.00005368,33,38,2.74409008,219,4.669050217,1,0.0123457,116.03,29.51,0.8325,543.0720215,17.51670074,1950.569946,972.1740112,145744000,21.11680031,21.11680031,664.9970093,22691.59961,1906.449951,83851.20313,565.4769897,6,618.809021,12083,1414.209961,638,112352,1,1656,58,174,121
S0093,5.24,86.63349915,36,44,2010,0,2.94039011,39,25,1.318300009,176,1.673320055,4,0.0123457,116.05,29.48,0.6834,487.3999939,17.7833004,1947.560059,968.7009888,154503008,22.19499969,22.19499969,286.4989929,704.0139771,694.9970093,10544.7998,109.8359985,201,668.3980103,15132.7002,2828.429932,658,112352,1,1341,59,152,126
S0094,5.51,127.2350006,36,59,2010,27,1.76809001,39,25,7.254730225,219,9.643650055,16,-0.296296,116.08,29.64,0.7494,612.7000122,17.4666996,1917.199951,985.276001,149348000,21.06360054,21.06360054,664.9970093,22691.59961,1906.449951,83851.20313,565.4769897,11,2188.330078,4472.140137,1000,723,43849.60156,1,1849,60,182,125
S0095,5.53,186.576004,31,572,2010,17,0,36,33,26.9029007,220,29.12389946,1,0.790122986,115.93,29.45,0.8759,518.0999756,17,2012.5,951.1560059,144854000,20.2852993,20.2852993,286.4989929,704.0139771,694.9970093,10544.7998,109.8359985,0,505.9859924,9848.860352,2828.429932,653,37360.30078,1,2850,55,186,122
S0096,5.7,149.7709961,31,957,2010,132,0,36,33,54.63940048,7,98.39720154,16,0.358025014,116.02,29.55,0.8986,541.9730225,14.73330021,2076.870117,953.1300049,145744000,17.71260071,17.71260071,664.9970093,22691.59961,1906.449951,83851.20313,565.4769897,3,1993.420044,9899.5,5000,685,112352,1,4172,51,200,104
S0097,5.3003,314.0119934,36,470,2011,0,0.00000004,39,25,18.39609909,219,18.62260056,16,0.358025014,118.15,27.05,0.8981,480.1000061,18.0916996,1217.180054,916.7299805,151774000,21.31030083,21.31030083,114.1869965,235.4060059,440.0369873,3032.73999,34.48379898,6,254.951004,11180.2998,13000,50,10199.09961,1,2060,51,149,123
S0100,4.096,273.5450134,36,244,2011,0,0.00002851,39,25,8.698539734,219,11.19820023,16,0,117.7247,26.5131,0.7804,767.0999756,19.3416996,1169.430054,939.5139771,151452000,23.67539978,23.67539978,280.6300049,1617.119995,1317.27002,15782.09961,130.8659973,14,581.6099854,4123.109863,3000,452,41441.5,1,1850,53,136,124
S0101,5.2688,28.2234993,19,4486,2005,0,0,54,27,28.49869919,17,33.06060028,16,-0.395062,94.26,29.69,0.8925,505.6000061,-0.241667002,901.5780029,376.9509888,102023000,2.294090033,2.294090033,25.53249931,311.4719849,206.8939972,1342.939941,17.37719917,1,4.088950157,24083.19922,4242.640137,1,1.3090301,1,4398,66,213,106
S0102,3.915,289.5920105,43,30,2001,0,0.063424,28,29,4.837389946,219,12.73579979,16,0.172839999,112.55,23.1667,0.754,783.4000244,22.43330002,2133.189941,1071.670044,136871008,23.5571003,23.5571003,447.0969849,3539.77002,2743.5,22199.90039,197.7100067,33,1667.660034,1000,1000,3230,81570.60156,1,2413,52,125,114
S0108,3.8016,197.6629944,31,335,2010,85,0.00003937,36,33,14.24419975,220,18.89970016,16,-0.407406986,119.76,30.61,0.8753,502.8999939,15.05000019,1504.76001,833.8909912,142862000,20.2140007,20.2140007,240.9199982,6668.040039,1362.939941,45010.60156,247.1869965,76,937.5599976,17720,1414.209961,670,46409.30078,1,2770,57,177,117
